event_id,case_id,event_ts,account_id,user_id,session_id,ip_address,user_agent,model,prompt_category,prompt_text,response_outcome,moderation_label,moderation_score,policy_signal,risk_score,is_synthetic_abuse,analyst_note
case_009_base_1001_000,case_009,2026-05-04T15:10:00,acct_1001,user_1001,sess_case_009_1001_0,198.51.100.13,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.11,none,13,0,Baseline benign usage for comparison.
case_009_base_2033_000,case_009,2026-05-04T15:10:00,acct_2033,user_2033,sess_case_009_2033_0,198.51.100.44,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.05,none,8,0,Baseline benign usage for comparison.
case_009_base_2033_001,case_009,2026-05-04T15:23:00,acct_2033,user_2033,sess_case_009_2033_0,198.51.100.67,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.04,none,15,0,Baseline benign usage for comparison.
case_009_base_1001_001,case_009,2026-05-04T15:30:00,acct_1001,user_1001,sess_case_009_1001_0,198.51.100.35,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.02,none,8,0,Baseline benign usage for comparison.
case_009_base_2033_003,case_009,2026-05-04T15:43:00,acct_2033,user_2033,sess_case_009_2033_0,198.51.100.72,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.03,none,9,0,Baseline benign usage for comparison.
case_009_base_2033_002,case_009,2026-05-04T15:46:00,acct_2033,user_2033,sess_case_009_2033_0,198.51.100.58,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.05,none,16,0,Baseline benign usage for comparison.
case_009_base_1001_002,case_009,2026-05-04T15:50:00,acct_1001,user_1001,sess_case_009_1001_0,198.51.100.48,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.1,none,4,0,Baseline benign usage for comparison.
case_009_base_1001_004,case_009,2026-05-04T15:50:00,acct_1001,user_1001,sess_case_009_1001_1,198.51.100.74,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.08,none,1,0,Baseline benign usage for comparison.
case_009_base_2033_005,case_009,2026-05-04T16:00:00,acct_2033,user_2033,sess_case_009_2033_1,198.51.100.40,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.09,none,16,0,Baseline benign usage for comparison.
case_009_base_2033_004,case_009,2026-05-04T16:02:00,acct_2033,user_2033,sess_case_009_2033_1,198.51.100.45,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.07,none,17,0,Baseline benign usage for comparison.
case_009_base_1001_003,case_009,2026-05-04T16:13:00,acct_1001,user_1001,sess_case_009_1001_0,198.51.100.15,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.05,none,14,0,Baseline benign usage for comparison.
