event_id,case_id,event_ts,account_id,user_id,session_id,ip_address,user_agent,model,prompt_category,prompt_text,response_outcome,moderation_label,moderation_score,policy_signal,risk_score,is_synthetic_abuse,analyst_note
case_005_base_1001_000,case_005,2026-05-02T03:00:00,acct_1001,user_1001,sess_case_005_1001_0,198.51.100.48,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.08,none,17,0,Baseline benign usage for comparison.
case_005_base_2033_000,case_005,2026-05-02T03:00:00,acct_2033,user_2033,sess_case_005_2033_0,198.51.100.24,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.02,none,5,0,Baseline benign usage for comparison.
case_005_base_2033_001,case_005,2026-05-02T03:09:00,acct_2033,user_2033,sess_case_005_2033_0,198.51.100.57,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.07,none,5,0,Baseline benign usage for comparison.
case_005_base_1001_001,case_005,2026-05-02T03:19:00,acct_1001,user_1001,sess_case_005_1001_0,198.51.100.80,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.04,none,4,0,Baseline benign usage for comparison.
case_005_base_2033_002,case_005,2026-05-02T03:22:00,acct_2033,user_2033,sess_case_005_2033_0,198.51.100.15,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.04,none,2,0,Baseline benign usage for comparison.
case_005_base_1001_002,case_005,2026-05-02T03:26:00,acct_1001,user_1001,sess_case_005_1001_0,198.51.100.24,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.11,none,18,0,Baseline benign usage for comparison.
case_005_base_2033_003,case_005,2026-05-02T03:36:00,acct_2033,user_2033,sess_case_005_2033_0,198.51.100.41,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.08,none,12,0,Baseline benign usage for comparison.
case_005_base_1001_003,case_005,2026-05-02T03:39:00,acct_1001,user_1001,sess_case_005_1001_0,198.51.100.46,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.08,none,11,0,Baseline benign usage for comparison.
case_005_base_1001_005,case_005,2026-05-02T03:50:00,acct_1001,user_1001,sess_case_005_1001_1,198.51.100.64,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.1,none,2,0,Baseline benign usage for comparison.
case_005_base_2033_004,case_005,2026-05-02T04:00:00,acct_2033,user_2033,sess_case_005_2033_1,198.51.100.29,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.11,none,8,0,Baseline benign usage for comparison.
